,English Reviews ,Modern standard Arabic (MSA),Bahraini Dialects (BDs)
0,"This is by far the cheapest fireplace kit we have ever owned. It's flimsy and a 3-year-old can easily carry it - I mean it's lightweight. Winter is almost over and as soon as we do our last use, it's in the trash. Something very frustrating.","Åáì ÍÏ ÈÚíÏ åĞå ÃÑÎÕ ãÌãæÚÉ ÃÏæÇÊ ãÏİÃÉ äãÊáßåÇ Úáì ÇáÅØáÇŞ. ÅäåÇ æÇåíÉ æíãßä áØİá íÈáÛ ãä ÇáÚãÑ 3 ÓäæÇÊ ÍãáåÇ ÈÓåæáÉ - ÃÚäí ÃäåÇ Îİíİ ÇáæÒä . ÇäÊåì ÇáÔÊÇÁ ÊŞÑíÈğÇ æÈãÌÑÏ ŞíÇãäÇ ÈÂÎÑ ÇÓÊÎÏÇã áåÇ  ¡ ÓÊßæä  İí ÓáÉ ÇáŞãÇãÉ.ÔíÆ  ãÍÈØ ÌÏÇ.","ÍÕáÊ åÇáÔí ãä 3 ÔåæÑ ÊŞÑíÈÇ ¡ æÇäÌİÓ ÇáãŞÈÖ æ ÈÚÏíä ÇäßÓÑ . ßæäí ãÚáã ÇÓÊÎÏã ÇáÎÑÇãÉ íæãíÇ ÈÔßá ßÈíÑ 30 æÑŞÉ İí ÇáãÑÉ  . ÇĞÇ ÊãÈí ÎÑÇãÉ ÊÔíá ÚÏÏ ßÈíÑ æ äæÚíÉ ÒíäÉ ¡ ÏæÑ áß İí ãßÇä ËÇä "
0,"I only owned the product for 3 months; The handle bent and then broke. As a teacher, I use this puncher completely daily. 30 sheets at a time. If you need large capacity and high quality, look elsewhere. ""","ÇãÊáßÊ ÇáãäÊÌ áãÏÉ 3 ÃÔåÑ İŞØ º æÇäËäì ÇáãŞÈÖ Ëã ÇäßÓÑ. ßãÏÑÓ ¡ ÇÓÊÎÏã åĞå ÇáÎÑÇãÉ  ÈÇáßÇãá íæãíğÇ . 30 æÑŞÉ İí ÇáãÑÉ ÇáæÇÍÏÉ. ÅĞÇ ßäÊ ÈÍÇÌÉ Åáì ÓÚÉ ßÈíÑÉ æÌæÏÉ ÚÇáíÉ ¡ İÇÈÍË İí ãßÇä ÂÎÑ "".",ÇæáÇ æ ŞÈá ßá Ôí  ÇäÇ ãÇÍÕáÊ Úáì ßá ÇáÇÌÒÇÁ İí ÇáÔÍäÉ ÇáÇæáíÉ . ÇáØÇÈÚÉ ãÇÊÔÊÛá ÈÇáãÑÉ . ÊæÇÕáÊ ÈÇáÈíÇÚ ÈÇáÇíãíá  áãÏÉ ÓÈÚÉ ÇíÇã æ ãÇÔİÊ  Ãí ÑÏ . åĞå ÇáÈíÇÚ ãÇŞÏÑ ÇÚØíå Ãí äÌãÉ  áÇäí ÇÔÊÑíÊ ØÇÈÚÉ ãÇ ÊÔÊÛá  æÍÊì ãÇÍÕáÊ ãäå Ãí ÑÏ . ãÇ ÑÇÍ ÇÔÊÑí Ãí Ôí ãä åÇáÈíÇÚ æÇŞÊÑÍ Úáì ÇáäÇÓ ÇáËÇäííä  ãÇ íÔÊÑæä ãäå 
0,"First of all, I didn't get all the parts on the first shipment. The printer never works. I contacted seller via email for 7 days and did not receive a response. I can't give this seller any stars because I bought a printer that isn't working and I'm getting no response from it. I will not buy anything from this seller and would suggest others to do the same.","ÃæáÇğ æŞÈá ßá ÔíÁ ¡ áã ÃÍÕá Úáì ÌãíÚ ÇáÃÌÒÇÁ İí ÇáÔÍäÉ ÇáÃæáì. ÇáØÇÈÚÉ áÇ ÊÚãá ÃÈÏğÇ . áŞÏ ÇÊÕáÊ ÈÇáÈÇÆÚ ÚÈÑ ÇáÈÑíÏ ÇáÅáßÊÑæäí áãÏÉ 7 ÃíÇã æáã ÃÊáŞ ÑÏğÇ. áÇ íãßääí ÅÚØÇÁ åĞÇ ÇáÈÇÆÚ Ãí äÌæã áÃääí ÇÔÊÑíÊ ØÇÈÚÉ áÇ ÊÚãá æáÇ ÃÊáŞì Ãí ÑÏ ãäå. áä ÇÔÊÑí  Ãí ÔíÁ ãä åĞÇ ÇáÈÇÆÚ æÃŞÊÑÍ Úáì ÇáÂÎÑíä Ãä íİÚáæÇ ÇáÔíÁ äİÓå.","ÎíÈÉ Çãá : ÇáÔÈßÉ ßÇä ÇíÈíä ÚáíåÇ ÇßÈÑ ÈæÇÌÏ ãä Çááí åí Úáíå İí ÇáãæŞÚ . ŞæíÉ æÇÌÏ  ŞæíÉ áßä ãŞÈÖåÇ ÕÛíÑ . ÇäÇ ãÍÊÇÌ ãŞÈÖ ÇßÈÑ ¡ ÇáÍÌã åĞÇ ãÇíİíÏäí İí Ôí "
0,Disappointed: the network was much larger than it appears on the site. It is very strong but its handle is very short. I need a longer handle. This size will not serve me anything.,ÈÎíÈÉ Ããá: ßÇäÊ ÇáÔÈßÉ ÃßÈÑ ÈßËíÑ ããÇ ÊÈÏæ Úáíå Úáì ÇáãæŞÚ. ÅäåÇ ŞæíÉ  ÌÏğÇ æáßä  ãŞÈÖåÇ ŞÕíÑ ÌÏğÇ. Ãääí ÈÍÇÌÉ Åáì ãŞÈÖ ÃØæá  . ÇáÍÌã åĞÇ áä íÎÏãäí İí ÔíÆ.,"ÎíÈÉ Çãá : ßäÊ æÇÌÏ ãÊÍãÓ áåÇáÇÔíÇÁ ¡ áßä ÈãÌÑÏ  ÇÓÊáÇãåÇ  æÍÏÉ ãä ÇáÚÏÓÇÊ ãÇ ßÇäÊ ËÇÈÊÉ ÚÏá İí ÇáİÑíã  ¡ æßÇäÊ ãÌİæÓÉ . áÇ ãæ ÈÓ ÌĞíå áãÚáæãÇÊß ßÇäÊ æÇÌÏ ãÙáãÉ . ÇáÔßá Íáíæ áßä ÇáäæÚíÉ æÇÌÏ ÊÚíÓÉ . áßä ÇÚÊŞÏ Çä åĞÇÇáÔí ÎØÆí Çäí ãÇÕÑİÊ İáæÓ ÇßËÑ   "
0,"Disappointed.: I was really excited about these! But once receiving them, one of the lens wasn't completely set into the frames, and they were bent. Also, they are VERY dark, just fyi. The look is fantastic, but the quality was poor. But I guess thats my fault for not spending more money.","ÈÎíÈÉ Ããá: áŞÏ ßäÊ ãÊÍãÓğÇ ÌÏğÇ áåĞå ÇáÃÔíÇÁ! æáßä ÈãÌÑÏ ÇÓÊáÇãåÇ ¡ áã íÊã ÊËÈíÊ ÅÍÏì ÇáÚÏÓÇÊ ÊãÇãğÇ İí ÇáÅØÇÑÇÊ ¡ æÇäËäÊ. ÃíÖğÇ ¡ İåí ãÙáãÉ ÌÏğÇ ¡ İŞØ áãÚáæãÇÊß. ÇáãÙåÑ ÑÇÆÚ ¡ áßä ÇáÌæÏÉ ßÇäÊ ÑÏíÆÉ. áßäí ÃÚÊŞÏ Ãä åĞÇ ÎØÃí áÚÏã ÅäİÇŞ ÇáãÒíÏ ãä ÇáãÇá.","ÇáäÙÇÑÉ ßÇä ÇíÈíä ÚáíåÇ ÇäåÇ ÒíäÉ ¡ áßä ãÇ ãäåÇ İÇíÏÉ æ ÚÏÓÇÊåÇ ãÔãÎÉ ãÇ ÇŞÏÑ ÇáÈÓåÇ ¡ ÇĞÇ ÈÏáæåÇ áíí ãÇ ÈäÓì åÇáÔí áíåã "
0,"The glasses looked fine, but they are worthless with a scratched lens as I cannot wear them. Replacement would be appreciated.",ÈÏÊ ÇáäÙÇÑÉ Úáì ãÇ íÑÇã æáßäåÇ áÇ ŞíãÉ áåÇ ÈÚÏÓÉ ãÎÏæÔÉ ÇĞ áÇíãßääí áÈÓåÇ .ÇÓÊÈÏÇáåÇ Óíßæä ãÍá ÊŞÏíÑ .,"ÈÚÏ ÇÓÈæÚíä ãä ãÔÑì ÌåÇÒ  ÇÊÓæí ÇáŞåæÉ ¡ ÈÏÇ ÇáÌÒÁ Çááí ÏÇÎá ãä ÇáÌåÇÒ íÛíÑ ÇáÇáæÇä æÈÏÇ ØÚã ÇáŞåæÉ íÕíÑ ãæÒíä ¡ Ôí ßáÔ ãÇíÔÌÚ "
0,"A week or two after I purchased the coffee maker, the inside of the machine started changing colors and the prepared coffee started to taste bad. Too frustrating.","ÈÚÏ ÃÓÈæÚ Ãæ ÃÓÈæÚíä ãä ÔÑÇÆí áÌåÇÒ ÕäÚ ÇáŞåæÉ  ¡ ÈÏÃ ÇáÌÒÁ ÇáÏÇÎáí ãä ÇáÌåÇÒ İí ÊÛííÑ ÇáÃáæÇä æÈÏÃ ØÚã  ÇáŞåæÉ ÇáãÚÏÉ íÕíÑ ÓíÆÇ . ãÍÈØ ááÛÇíÉ.",Úáì ÇáÑÛã Çä åÇáßÊÇÈ  İíå ãÚáæãÇÊ æÇÌÏ Úä ŞØÚ Çá lego  áßä ãÇİíå ÇãËáÉ Úä ÇáÇÔßÇá . İíå ÕæÑ ÔæíÉ æ ãí ãáæäÉ . íÊßáã Úä ÇÌÒÇÁ ÇááíÛæ æÇáÇÓÊÎÏÇãÇÊ ÇáããßäÉ ãÇáåÇ  
0,"While this book does have a lot of information on the various Lego  pieces, it does not offer much in the way of actual structural examples. There are very few pictures and none of them are in color. This book is more about explaining the different Lego parts and their potential uses.","ÈíäãÇ íÍÊæí åĞÇ ÇáßÊÇÈ Úáì ÇáßËíÑ ãä ÇáãÚáæãÇÊ Íæá ŞØÚ Lego ÇáãÎÊáİÉ ¡ İÅäå áÇ íŞÏã ÇáßËíÑ İí ØÑíŞ ÇáÃãËáÉ ÇáåíßáíÉ ÇáİÚáíÉ. íæÌÏ ÚÏÏ Şáíá ÌÏğÇ ãä ÇáÕæÑ æáíÓ Ãí ãäåÇ ãáæä. íÏæÑ åĞÇ ÇáßÊÇÈ Íæá ÔÑÍ ÃÌÒÇÁ ÇááíÛæ ÇáãÎÊáİÉ æÇÓÊÎÏÇãÇÊåÇ ÇáãÍÊãáÉ.","ÇáäÙÇÑÉ ÇíÈíä ÚáíåÇ ÒíäÉ ¡ áßäåÇ İÑíãåÇ ãÌİæÓ æ ØÇÍÊ ÇáÚÏÓÉ ãä Çæá íæã ¡ ÇáäÙÇÑÉ ÇßÈÑ ãä æÌåí ãæ ãÖÈæØÉ Úáíå . ãÇÇÍÈåÇ "
0,"The glasses look good, but the frame was bent and the lens fell off on the first day. The glasses are wide to fit my face. I do not like it.","ÊÈÏæ ÇáäÙÇÑÇÊ ÌíÏÉ ¡ áßä ÇáÅØÇÑ ßÇä ãËäíğÇ æÓŞØÊ ÇáÚÏÓÉ İí Çáíæã ÇáÃæá. ÇáäÙÇÑÇÊ æÇÓÚÉ áÊäÇÓÈ æÌåí. ÃäÇ áÇ ÃÍÈåÇ.","Ôßáå ßáÔ ãæ Íáíæ ¡  äæÚíÉ ÊÚíÓÉ ÊÚÈÇäÉ . ãÇ íÔÌÚ ßáÔ ÇáÈÊÑí íÎáÕ ÈÓÑÚÉ . ÇáÏíÒÇíä ßáÔ ÖÚíİ æÇÌÏ ÕÚÈ ÊÌæÏ ÇáÈÑæÔ æ ÊäÙİ ÖÑæÓß ÊÍÓ ÇÕÇÈÚß ÈÏÊ ÇÊäãá İí ÎáÇá ÏŞÇíŞ . ØÈÚÇ ÈäÏ  æ æŞÚ Úä ÇáÔÛá İí ÓÊ ÔåæÑ . áÇ ÊÎÓÑæä İáæÓßã "
0,"Poorly Designed, Low Quality: Very disappointed. Battery dies quickly. The product design is so poor that it's difficult to hold it while cleaning teeth and your fingers start to feel numb within minutes. The worst part - the product stopped working within 6 months. Don't waste your money.","ÊÕãíã ÑÏíÁ ¡ ÌæÏÉ ãäÎİÖÉ: ãÍÈØ ááÛÇíÉ. ÊãæÊ ÇáÈØÇÑíÉ ÈÓÑÚÉ. ÊÕãíã ÇáãäÊÌ ÖÚíİ ááÛÇíÉ ÈÍíË íÕÚÈ ÇáÅãÓÇß Èå ÃËäÇÁ ÊäÙíİ ÇáÃÓäÇä æÊÈÏÃ ÃÕÇÈÚß İí ÇáÔÚæÑ ÈÇáÎÏÑ İí ÛÖæä ÏŞÇÆŞ. ÃÓæÃ ÌÒÁ - ÊæŞİ ÇáãäÊÌ Úä ÇáÚãá İí ÛÖæä 6 ÃÔåÑ. áÇ ÊÖíÚæÇ ÃãæÇáß.","ÇÓÊáãÊ åÇáäÙÇÑÇÊ æ Úáì Øæá ÍÈíÊåÇ ¡ ÇáÚÏÓÇÊ ãËá ÇáãäÙÑÉ æ ÇáÍãÇíÉ ãä ÇáÇÔÚÉ ÇáİæŞ ÈäİÓÌíÉ ÚÌíÈÉ  "
0,I received these sunglasses and immediately fell in love with them. Lenses are like mirrors and the protection from UV rays is amazing.,ÊáŞíÊ åĞå  ÇáäÙÇÑÇÊ ÇáÔãÓíÉ ææŞÚÊ İí ÍÈåÇ Úáì ÇáİæÑ. ÇáÚÏÓÇÊ ãËá ÇáãÑÇíÇ æÇáÍãÇíÉ ãä ÇáÃÔÚÉ İæŞ ÇáÈäİÓÌíÉ ãĞåáÉ.,"äæÚíÉ ÊÚÈÇäÉ æ ÊÚíÓÉ ãÇáÊ ÇáÉ ŞÕ ÇáæÑŞ ¡ ÚäÏäÇ ãßíäÉ ŞÕ ÇáæÑŞ İí ŞÓãäÇ  ãä İÊÑÉ . äÍÇæá ãÇ äÓÊÎÏãåÇ ¡ ãÇ ÊŞÕ ÚÏá  ¡ ÇÍÓ Çäå ÚíÈ  ÇäÇ ÇÍäÇ ãÇ ÑÌÚäÇåÇ İí ÇáæŞÊ Çááí áÇÒã äÑÌÚåÇ İíå"
0,Bad paper cutting machine quality - We have had this paper cutting machine in our department for a while. We are avoiding it. Do not cut neatly. It is a shame that we did not return it when we should.,ÌæÏÉ ÓíÆÉ áÂáÉ ŞÕ ÇáæÑŞ -  áÏíäÇ ÂáÉ ŞÕ ÇáæÑŞ åĞå İí ŞÓãäÇ ãäĞ İÊÑÉ. äÍä äÊÌäÈåÇ. áÇ ÊŞØÚ ÈÏŞÉ. Åäå áÃãÑ ãÎÒ ÃääÇ áã äÑÌÚåÇ Ííä íäÈÛí Ğáß.,ÍÒíä ßÆíÈ ÍÒíä .. íÕíÑ ÇáãæÖæÚ ßáÔ ããá Çäåã íÎáæä ÇáÔÎÕ íãæÊ . ÇÔæİ Çäå ÍáŞÇÊ ãÇá åÇáãæÓã æÇÌÏ ããáÉ æ ÍÒíäÉ 
0,sad sad sad: every time it gets too boring they make someone die! I found the episodes of this season either boring or sad,ÍÒíä ÍÒíä ÍÒíä: İí ßá ãÑÉ íÕÈÍ ÇáÃãÑ ããáğÇ ááÛÇíÉ íÌÚáæä ÔÎÕğÇ íãæÊ! áŞÏ æÌÏÊ ÍáŞÇÊ åĞÇ ÇáãæÓã ããáÉ Ãæ ÍÒíäÉ,"ÍÕáÊ Úáì ÎáÇØíä ÚÕíÑ åÏíÉ . áßåäã ÇÎÊÑÈæÇ İí äİÓ ÇáÓäÉ ¡ ÇÍÓ Çäí ÎÇÈ Ùäí ãä åÇáãäÊÌÇÊ æÇáÎÏãÇÊ ¡ ãÇ ÇäÕÍ ÈåÇáÎáÇØ"
0,"I got two juice mixers as a gift, but they both stopped working the same year. Really disappointed with the products and services, and I don't recommend this blender!","ÍÕáÊ Úáì ÇËäíä ãä ÎáÇØÇÊ ÇáÚÕíÑ  ßåÏíÉ .áßäåãÇ ÊæŞİÇ Úä ÇáÚãá İí äİÓ ÇáÚÇã. ÃÔÚÑ ÈÎíÈÉ Ããá ÍŞğÇ ãä ÇáãäÊÌÇÊ æÇáÎÏãÇÊ ¡ æáÇ ÃæÕí ÈåĞÇ ÇáÎáÇØ!","ÍÕáÊ ÚáíåÇ İí ÇŞá ãä 4 ÇíÇã ¡ áãÇ æÕáÊ ãÇ ßÇäÊ ãÛáİÉ Òíä ¡ ÈÓ ÍÇáÊåÇ ÒíäÉ ¡ ÇáãÑÇíÇ ãÇİí ãËáåÇ  æ ÊÍÊÇÌ ÇåÊãÇã ßÈíÑ ÇÈåÇ ¡ áÇä ÇĞÇ ãÇåÊãíÊ ÈåÇ ÑÇÍ ÊäßÓÑ  "
0,"I got it in less than 4 days. When it arrived the mirrors were not well packed but in good condition. Mirrors are perfect. they  need very good care. If not, it will break.",ÍÕáÊ ÚáíåÇ İí ÃŞá ãä 4 ÃíÇã. ÚäÏãÇ æÕáÊ ÇáãÑÇíÇ  áã Êßä ãÛáİÉ ÌíÏÇ  æáßäåÇ ßÇäÊ İí ÍÇáÉ ÌíÏÉ. ÇáãÑÇíÇ ãËÇáíÉ.  åæ ÃäåÇ ÊÍÊÇÌ  Åáì ÑÚÇíÉ ÌíÏÉ ÌÏğÇ. ÅĞÇ áã íÊã  Ğáß İÓæİ ÊäßÓÑ .,"ÎÏãÇÊ ÒÈÇíä ÊÚíÓÉ : ãæ ÈÓ ÇáäÙÇÑÇÊ ßÇäÊ  ÚßÓ Çááí ØáÈÊå ¡  áÇ ¡ ãÑÓáíäåÇ ÚäæÇä ÎØÃ ¡ æ ãÇæÕáÊ Çáì ÇáÚäæÇä ÇáãØáæÈ İí ÇáæŞÊ ÇáãäÇÓÈ "
0,"terrible customer service: Not only was the sunglasses the opposite of what I ordered, but it was sent to the wrong address and it didnt even get to that address in time.","ÎÏãÉ ÚãáÇÁ ÑåíÈÉ: áã Êßä ÇáäÙÇÑÇÊ ÇáÔãÓíÉ İŞØ åí ÚßÓ ãÇ ØáÈÊå ¡ æáßä Êã ÅÑÓÇáåÇ Åáì ÇáÚäæÇä ÇáÎØÃ æáã ÊÕá Åáì åĞÇ ÇáÚäæÇä İí ÇáæŞÊ ÇáãäÇÓÈ.","ßáÔ Óåá İí ÇÓÊÎÏÇãå ¡ áßä äæÚíÉ ÇáÕæÊ ÊÚÈÇäÉ  áÏÑÌÉ Çäí ãÇ ÇŞÏÑ ÇÓãÚ Ãí Ôí ¡ ÇÊãäì áæ ßÇä ÚäÏí ÌåÇÒ ÇáÇÑÓÇá ÇáÚÊíŞ "
0,"Very easy to use, but the sound quality is so bad and so poor that I cannot hear anything. I wish I had my old transmitter.","Óåá ÇáÇÓÊÎÏÇã ááÛÇíÉ ¡ áßä ÌæÏÉ ÇáÕæÊ ÓíÆÉ æÑÏíÆÉ ááÛÇíÉ áÏÑÌÉ Ãääí áÇ ÃÓÊØíÚ ÇáÇÓÊãÇÚ Åáì Ãí ÔíÁ . ÃÊãäì áæ ßÇä áÏí ÌåÇÒ ÇáÅÑÓÇá  ÇáŞÏíã.","ãæÒíä : ÇÎÊíÇÑ ÛíÑ ãæİŞ ¡ ÈÚÏ ãÇ ÇÓÊÎÏãäÇå ãÑÊíä ÇäßÓÑ ¡ ÇáãÑÉ ÇáÌÇíÉ ÈÔÊÑí Ôí ÇÛáì "
0,"Bad: This was a bad choice. It broke after two uses. Next time, I will buy something a little more expensive.","ÓíÆ: ßÇä åĞÇ ÇÎÊíÇÑğÇ ÓíÆğÇ. ÇäßÓÑ ÈÚÏ ÇÓÊÎÏÇãíä. İí ÇáãÑÉ ÇáŞÇÏãÉ ¡ ÓÃÔÊÑí ÔíÆğÇ ÃÛáì ŞáíáÇğ.","ÍÓíÊ ÈÎíÈÉ Çãá ãä ŞÑíÊ åÇáŞÕÉ . ÇÔáæä ÇäÓÇä íÚíÔ İí åÇáÏäíÇ æ ãÇíßæä ÚäÏå ÎáİíÉ ÈÇáãÑÉ  Úä ÇáÍíÇÉ ÇáÍŞíŞíÉ  ßáãÇ ŞÑÃÊ İí ÇáŞÕÉ ÇßËÑ  ÑÇÍ ÊÛÖÈ ÇßËÑ æ ÇßËÑ ¡ æİÑ Úáì ÑæÍß åÇáßÊÇÈ "
0,"I was very disappointed reading this story. How could a person live in this world and be completely ignorant of what real life is? As you progress through the story, you become more and more exasperated ... Save yourself this book.","ÔÚÑÊ ÈÎíÈÉ Ããá ÔÏíÏÉ ãä ŞÑÇÁÊí áåĞå ÇáŞÕÉ . ßíİ íãßä áÔÎÕ Ãä íÚíÔ İí åĞÇ ÇáÚÇáã æíßæä ÌÇåáÇğ ÊãÇãğÇ ÈãÇåíÉ ÇáÍíÇÉ ÇáÍŞíŞíÉ¿ ßáãÇ ÊŞÏãÊ İí ÇáŞÕÉ ¡ ÃÕÈÍÊ ÃßËÑ ÓÎØğÇ æÓÎØğÇ.. æİÑ Úáì äİÓß åĞÇ ÇáßÊÇÈ .",ÔæÇíÉ ÊÚíÓÉ ßÌÑÉ . ÇÔÊÛáÊ ÍæÇáí 5 ãÑÇÊ ŞÈá ãÇÊÎÊÑÈ . ÇáÕÑÇÍÉ Ôí ÛÑíÈ ÇáÕäÇÚÉ ÇáÓíÆÉ ãÇáÊ åÇáÔæÇíÉ 
0,Poorly made grill. It worked about 5 times before it turned off completely. It's really amazing how badly this item was made.,ÔæÇíÉ ÓíÆÉ ÇáÕäÚ. ÚãáÊ  ÍæÇáí 5 ãÑÇÊ ŞÈá Ãä ÊÊæŞİ ÊãÇãğÇ Úä ÇáÊÔÛíá.  Åäå áÃãÑ ãĞåá ÍŞğÇ ãÏì ÓæÁ ÕäÚ åĞÇ ÇáÚäÕÑ.,"ÔæÇíÉ ßÌÑÉ  ÊÔæí ÕæÈ ÇßËÑ ãä ÕæÈ ¡ áÇ  æÇÎÊÑÈÊ İí ÇŞá ãä ÓäÉ ãÚ Çä  ÇÓÊÎÏÇãåÇ Şáíá æÇÌÏ "
0,A grill is just a piece of junk. It grills unevenly and has now completely stopped working in under a year with very little use.,"ÔæÇíÉ ãÇ åí  ÅáÇ ŞØÚÉ   ÎÑÏÉ. ÊÔæí  ÈÔßá ÛíÑ  ãÊÓÇæò ¡ æŞÏ ÊæŞİÊ ÇáÂä Úä ÇáÚãá ÊãÇãğÇ İí ÃŞá ãä ÚÇã ãÚ ÇÓÊÎÏÇã ÖÆíá ááÛÇíÉ.",ÇáÕæÊ Çááí ãæÌæÏ İí åÇáÓíÏí ßáÔ ÖÚíİ æ äæÚíÊå ÓíÆÉ . ãÇßÇä ÇÎÊíÇÑ ãæİŞ  . ÌÑÈ ÊÓÌíáÇÊ ËÇäíÉ 
0,The sound on this CD is weak. Poor quality. Not a great option. Try some other recordings.,ÇáÕæÊ ÇáãæÌæÏ İí åĞÇ ÇáŞÑÕ ÇáãÖÛæØ ÖÚíİ. ÌæÏÉ ÑÏíÆÉ . áíÓ ÎíÇÑğÇ ÑÇÆÚğÇ. ÌÑÈ ÈÚÖ ÇáÊÓÌíáÇÊ ÇáÃÎÑì.,"ØÇÈÚÉ æÇÌÏ ÛÇáíÉ ¡ æ ÇáÓßÇäÑ ÊÚíÓÉ ãÚ ÇáæÇíÑáÓ ¡ ÚáÈÉ ÇáÍÈÑ æÇÌÏ ÛÇáíÉ "
0,"Expensive printer, bad scanner especially with wireless connection, expensive inkjet cartridge","ØÇÈÚÉ ÈÇåÙÉ ÇáËãä ¡ æãÇÓÍÉ ÖæÆíÉ ÓíÆÉ ÎÇÕÉ ãÚ ÇáÇÊÕÇá ÇááÇÓáßí¡ ÎÑØæÔÉ äİË ÇáÍÈÑ ÈÇåÙÉ ÇáËãä","ÚäÏãÇ ÍÇæáÊ ÇËÈÊ ÇáãäÙÑÉ Úáì ÓíÇÑÊí ÇáÕÛíÑÉ ¡ ÇáãÓÇãíÑ ÇáËáÇËÉ Çááí æíÇ ÇáãäÙÑÉ ãæ ÚÏáÉ ¡ æåĞÇ ÇáÔí íÚäí Çäí ãÇÑÇÍ ÇŞÏÑ ÇËÈÊ ÇáãäÙÑÉ ÚÏá Úáì ÓíÇÑÊí  ÇáÕÛíÑÉ "
0,"When I tried to install the mirror on my small car, the three screws attached to the mirror were incorrect, which means that I cannot secure the mirror on my small car. ""","ÚäÏãÇ ÍÇæáÊ ÊËÈíÊ ÇáãÑÂÉ Úáì ÓíÇÑÊí ÇáÕÛíÑÉ ¡ ßÇäÊ  ÇáãÓÇãíÑ ÇáËáÇËÉ ÇáãÑİŞÉ ÈÇáãÑÂÉ ÛíÑ ÕÍíÍÉ  ¡ ããÇ íÚäí Ãäå áÇ íãßääí ÅÍßÇã ÇáãÑÂÉ Úáì ÓíÇÑÊí ÇáÕÛíÑÉ "".","ÏÇÆãÇ Ïáíá ÇáÓİÑ åĞÇ ÊÍÕá İíå äÕÇíÍ äÇŞÕÉ ¡ æ íÖíÚ ÇáæÇÍÏ İí ÈÚÖ ÇáÇãÇßä ¡ æÇÍíÇäÇ ÇáÇãÇßä ÇáËÇäíÉ ãí ãæÌæÏÉ İíå . ÇáßÊÇÈ Çááí ÈáÇÔ ãä ãßÊÈ ÇáÓíÇÍÉ ÇİæÏ ãäå "
0,"This travel guide often misses important advice, and was misleading about some places, while others missed it. . The free book from the tourist office was much more valuable.","ÛÇáÈğÇ ãÇ íİÊŞÏ Ïáíá ÇáÓİÑ åĞÇ äÕÇÆÍ ãåãÉ ¡ æßÇä ãÖááğÇ İíãÇ íÊÚáŞ ÈÈÚÖ ÇáÃãÇßä ¡ ÈíäãÇ İÇÊÊå ÃãÇßä ÃÎÑì. . ÇáßÊÇÈ ÇáãÌÇäí ãä ãßÊÈ ÇáÓíÇÍÉ  ßÇä ÃßËÑ ŞíãÉ ÈßËíÑ.","ãÇİíå Ôí íËíÑ ÇáÇåÊãÇã ÈÇáãÑÉ . ãÇ İí ãäÇŞÔÉ ááÃÓÇáíÈ ÇáãÓÊÎÏãÉ İí ÇáÈäí Çæ ÇáÌÇäÈ ÇáÚãáí ááåäÏÓÉ ÇáãÚãÇÑíÉ . ÇĞÇ ßäÊ ÊÏæÑ Úáì Ïáíá ÊŞäí  ãÇá åäÏÓÉ ãÚãÇÑíÉ ¡ İåĞÇ ÇáßÊÇÈ ãÇíÕáÍ "
0,not interesting at all. There is no discussion of building techniques or the practical side of architecture.. If you are looking for a techincal guide to architecture this is not it.,"ÛíÑ ãËíÑ ááÇåÊãÇã Úáì ÇáÅØáÇŞ. áÇ ÊæÌÏ ãäÇŞÔÉ áÊŞäíÇÊ ÇáÈäÇÁ Ãæ ÇáÌÇäÈ ÇáÚãáí ááåäÏÓÉ ÇáãÚãÇÑíÉ .. ÅĞÇ ßäÊ ÊÈÍË Úä Ïáíá ÊŞäí ááåäÏÓÉ ÇáãÚãÇÑíÉ ¡ İåĞÇ áíÓ åæ.","ßáÔ ãæ Òíä !!! ÇáãİÑæÖ ãÇ íÓãÍæä áåã íÈíÚæä åÇáÇÔíÇÁ . ÇĞÇ ßÇä İíß ÍÈ ÔÈÇÈ ÔæíÉ ¡ áÇ ÊÔÊÑí åĞÇ ÊÑì ÓÈÈ áíí æÇÌÏ ãÔÇßá æíÇ ÈÔÑÊí ¡ ÊÌÑÈÉ  İÙíÚÉ "
0,Awful!!!: They should not be allowed to sell this stuff. If you only have moderate acne do not buy this! It caused major problems with my skin. Horrible experience.,İÙíÚÉ !!!: áÇ íäÈÛí ÇáÓãÇÍ áåã ÈÈíÚ åĞå ÇáÃÔíÇÁ. ÅĞÇ ßÇä áÏíß ÍÈ ÔÈÇÈ ãÊæÓØ ??İŞØ. áÇ ÊÔÊÑí åĞÇ! ÊÓÈÈ İí ãÔÇßá ßÈíÑÉ ãÚ ÈÔÑÊí. ÊÌÑÈÉ ãÑæÚÉ.,"åĞÇ Çááí ÇÏæÑ Úáíå .. ßäÊ  ÇÏæÑ Úáì ØŞã ÇÏæÇÊ ãÇá ÏİÇíÉ ¡ åĞÇ Çááí ÇÏæÑ Úáíå æÇááí İÚáÇ ÇÍÊÇÌå æ ÓÚÑå ãÚŞæá "
